RPM;Nm;g/sec;g/kW*hr;%;D;;
696;9.00;0.1838;1008.0;8.3;2.488;;
696;27.50;0.2479;445.1;18.9;;;
696;39.23;0.2890;363.7;23.1;;;
696;60.83;0.3626;294.2;28.5;;;
696;90.16;0.4721;258.5;32.5;;;
696;110.94;0.5678;252.6;33.2;;;
696;126.45;0.6508;254.1;33.0;;;
696;136.05;0.7080;256.9;32.7;;;
769;9.00;0.1966;976.8;8.6;;;
769;27.50;0.2669;434.2;19.3;;;
769;39.23;0.3130;356.9;23.5;;;
769;60.83;0.3976;292.4;28.7;;;
769;90.16;0.5205;258.2;32.5;;;
769;110.94;0.6230;251.2;33.4;;;
769;126.45;0.7091;250.9;33.4;;;
769;136.05;0.7673;252.3;33.3;;;
821;9.00;0.2059;957.4;8.8;;;
821;27.50;0.2807;427.5;19.6;;;
821;39.23;0.3304;352.7;23.8;;;
821;60.83;0.4230;291.2;28.8;;;
821;90.16;0.5557;258.1;32.5;;;
821;110.94;0.6633;250.3;33.5;;;
821;126.45;0.7517;248.9;33.7;;;
821;136.05;0.8106;249.5;33.6;;;
821;158.96;0.9773;257.4;32.6;;;
1009;9.00;0.2387;903.8;9.3;;;
1009;27.50;0.3308;410.0;20.5;;;
1009;39.23;0.3936;342.0;24.5;;;
1009;60.83;0.5131;287.5;29.2;;;
1009;90.16;0.6810;257.4;32.6;;;
1009;110.94;0.8074;248.0;33.8;;;
1009;126.45;0.9051;244.0;34.4;;;
1009;136.05;0.9663;242.1;34.7;;;
1009;158.96;1.1359;243.6;34.4;;;
1009;174.88;1.3027;253.9;33.0;;;
1009;190.80;1.4807;264.5;31.7;;;
1009;206.61;1.6586;273.6;30.7;;;
1290;9.00;0.2967;878.2;9.6;;;
1290;27.50;0.4155;402.7;20.8;;;
1290;39.23;0.4937;335.3;25.0;;;
1290;60.83;0.6434;281.8;29.8;;;
1290;90.16;0.8658;255.9;32.8;;;
1290;110.94;1.0204;245.1;34.2;;;
1290;126.45;1.1407;240.4;34.9;;;
1290;136.05;1.2140;237.8;35.3;;;
1290;158.96;1.3985;234.4;35.8;;;
1290;174.88;1.5729;239.7;35.0;;;
1290;190.80;1.7597;245.8;34.1;;;
1290;206.61;1.9329;249.3;33.7;;;
1290;222.42;2.1053;252.2;33.3;;;
1290;243.73;2.3405;255.9;32.8;;;
1290;257.14;2.5366;262.9;31.9;;;
1290;280.66;2.9958;284.4;29.5;;;
1290;296.14;3.3468;301.2;27.9;;;
1290;311.63;3.7066;316.9;26.5;;;
1290;323.99;3.8186;314.1;26.7;;;
1290;344.71;3.8467;297.4;28.2;;;
1501;9.00;0.3471;882.9;9.5;;;
1501;27.50;0.4835;402.8;20.8;;;
1501;39.23;0.5733;334.7;25.1;;;
1501;60.83;0.7452;280.6;29.9;;;
1501;90.16;1.0066;255.7;32.8;;;
1501;110.94;1.1779;243.2;34.5;;;
1501;126.45;1.3090;237.1;35.4;;;
1501;136.05;1.3941;234.7;35.7;;;
1501;158.96;1.5963;230.0;36.5;;;
1501;174.88;1.7774;232.8;36.0;;;
1501;190.80;1.9671;236.1;35.5;;;
1501;206.61;2.1508;238.4;35.2;;;
1501;222.42;2.3316;240.1;34.9;;;
1501;243.73;2.5674;241.3;34.8;;;
1501;257.14;2.7350;243.6;34.4;;;
1501;280.66;3.1346;255.8;32.8;;;
1501;296.14;3.4987;270.6;31.0;;;
1501;311.63;3.8392;282.2;29.7;;;
1501;323.99;3.9822;281.5;29.8;;;
1501;344.71;4.0320;267.9;31.3;;;
1501;369.12;4.2125;261.4;32.1;;;
1501;393.52;4.7007;273.6;30.7;;;
1751;9.00;0.4004;873.2;9.6;;;
1751;27.50;0.5636;402.4;20.8;;;
1751;39.23;0.6716;336.1;25.0;;;
1751;60.83;0.8788;283.6;29.6;;;
1751;90.16;1.1738;255.6;32.8;;;
1751;110.94;1.3710;242.6;34.6;;;
1751;126.45;1.5113;234.7;35.8;;;
1751;136.05;1.5999;230.9;36.3;;;
1751;158.96;1.8246;225.3;37.2;;;
1751;174.88;2.0208;226.9;37.0;;;
1751;190.80;2.2258;229.0;36.6;;;
1751;206.61;2.4255;230.5;36.4;;;
1751;222.42;2.6274;231.9;36.2;;;
1751;243.73;2.8969;233.4;36.0;;;
1751;257.14;3.0751;234.8;35.7;;;
1751;280.66;3.4558;241.7;34.7;;;
1751;296.14;3.8341;254.2;33.0;;;
1751;311.63;4.0882;257.6;32.6;;;
1751;323.99;4.2125;255.3;32.9;;;
1751;344.71;4.3285;246.5;34.0;;;
1751;369.12;4.5945;244.4;34.3;;;
1751;393.52;5.1231;255.6;32.8;;;
1751;417.71;5.9113;277.8;30.2;;;
1751;434.46;6.4874;293.2;28.6;;;
2001;9.00;0.4614;880.5;9.5;;;
2001;27.50;0.6505;406.5;20.6;;;
2001;39.23;0.7772;340.4;24.7;;;
2001;60.83;1.0178;287.4;29.2;;;
2001;90.16;1.3478;256.8;32.7;;;
2001;110.94;1.5585;241.3;34.8;;;
2001;126.45;1.7155;233.1;36.0;;;
2001;136.05;1.8148;229.2;36.6;;;
2001;158.96;2.0788;224.7;37.3;;;
2001;174.88;2.2863;224.6;37.4;;;
2001;190.80;2.5093;225.9;37.1;;;
2001;206.61;2.7283;226.9;37.0;;;
2001;222.42;2.9478;227.7;36.8;;;
2001;243.73;3.2632;230.0;36.5;;;
2001;257.14;3.4694;231.8;36.2;;;
2001;280.66;3.8734;237.1;35.4;;;
2001;296.14;4.2304;245.4;34.2;;;
2001;311.63;4.5056;248.4;33.8;;;
2001;323.99;4.6397;246.0;34.1;;;
2001;344.71;4.8627;242.3;34.6;;;
2001;369.12;5.2207;243.0;34.5;;;
2001;393.52;5.8107;253.7;33.1;;;
2001;417.71;6.7107;276.0;30.4;;;
2251;9.00;0.5289;897.2;9.4;;;
2251;27.50;0.7414;411.8;20.4;;;
2251;39.23;0.8824;343.5;24.4;;;
2251;60.83;1.1599;291.2;28.8;;;
2251;90.16;1.5354;260.1;32.3;;;
2251;110.94;1.7685;243.5;34.5;;;
2251;126.45;1.9400;234.3;35.8;;;
2251;136.05;2.0513;230.3;36.4;;;
2251;158.96;2.3506;225.8;37.2;;;
2251;174.88;2.5740;224.8;37.3;;;
2251;190.80;2.8050;224.5;37.4;;;
2251;206.61;3.0434;225.0;37.3;;;
2251;222.42;3.2840;225.5;37.2;;;
2251;243.73;3.6505;228.7;36.7;;;
2251;257.14;3.9029;231.8;36.2;;;
2251;280.66;4.3769;238.2;35.2;;;
2251;296.14;4.7304;244.0;34.4;;;
2251;311.63;5.0696;248.5;33.8;;;
2251;323.99;5.2328;246.7;34.0;;;
2251;344.71;5.5641;246.5;34.0;;;
2251;369.12;6.1334;253.8;33.1;;;
2251;393.52;6.9473;269.6;31.1;;;
2251;417.71;7.7403;283.0;29.6;;;
2251;434.46;8.0932;284.5;29.5;;;
2501;9.00;0.6037;921.5;9.1;;;
2501;27.50;0.8295;414.7;20.2;;;
2501;39.23;0.9860;345.5;24.3;;;
2501;60.83;1.3007;293.9;28.5;;;
2501;90.16;1.7282;263.5;31.8;;;
2501;110.94;1.9897;246.5;34.0;;;
2501;126.45;2.1779;236.7;35.4;;;
2501;136.05;2.3015;232.5;36.1;;;
2501;158.96;2.6296;227.4;36.9;;;
2501;174.88;2.8717;225.7;37.2;;;
2501;190.80;3.1100;224.0;37.4;;;
2501;206.61;3.3735;224.4;37.4;;;
2501;222.42;3.6536;225.8;37.2;;;
2501;243.73;4.0656;229.3;36.6;;;
2501;257.14;4.3481;232.4;36.1;;;
2501;280.66;4.8659;238.3;35.2;;;
2501;296.14;5.1991;241.3;34.8;;;
2501;311.63;5.5268;243.8;34.4;;;
2501;323.99;5.7959;245.9;34.1;;;
2501;344.71;6.4116;255.7;32.8;;;
2501;369.12;7.2528;270.1;31.1;;;
2501;393.52;8.2874;289.5;29.0;;;
2501;417.71;8.9635;294.9;28.4;;;
2751;9.00;0.6804;944.3;8.9;;;
2751;27.50;0.9231;419.5;20.0;;;
2751;39.23;1.0966;349.3;24.0;;;
2751;60.83;1.4457;297.0;28.3;;;
2751;90.16;1.9270;267.1;31.4;;;
2751;110.94;2.2137;249.3;33.6;;;
2751;126.45;2.4231;239.5;35.0;;;
2751;136.05;2.5606;235.2;35.7;;;
2751;158.96;2.9165;229.3;36.6;;;
2751;174.88;3.1750;226.9;37.0;;;
2751;190.80;3.4381;225.2;37.3;;;
2751;206.61;3.7270;225.4;37.2;;;
2751;222.42;4.0452;227.3;36.9;;;
2751;243.73;4.5046;231.0;36.3;;;
2751;257.14;4.8016;233.3;36.0;;;
2751;280.66;5.3269;237.2;35.4;;;
2751;296.14;5.6419;238.1;35.2;;;
2751;311.63;5.9773;239.7;35.0;;;
2751;323.99;6.3074;243.3;34.5;;;
2751;344.71;7.1052;257.6;32.6;;;
2751;369.12;8.3122;281.4;29.8;;;
2751;393.52;9.6116;305.2;27.5;;;
2751;417.71;10.2153;305.6;27.5;;;
3001;9.00;0.7473;950.8;8.8;;;
3001;27.50;1.0283;428.4;19.6;;;
3001;39.23;1.2205;356.4;23.5;;;
3001;60.83;1.6021;301.7;27.8;;;
3001;90.16;2.1306;270.7;31.0;;;
3001;110.94;2.4474;252.7;33.2;;;
3001;126.45;2.6832;243.1;34.5;;;
3001;136.05;2.8313;238.4;35.2;;;
3001;158.96;3.2091;231.3;36.3;;;
3001;174.88;3.4928;228.8;36.7;;;
3001;190.80;3.7806;227.0;37.0;;;
3001;206.61;4.0996;227.3;36.9;;;
3001;222.42;4.4533;229.4;36.6;;;
3001;243.73;4.9563;232.9;36.0;;;
3001;257.14;5.2578;234.2;35.8;;;
3001;280.66;5.7377;234.2;35.8;;;
3001;296.14;6.0490;234.0;35.9;;;
3001;311.63;6.4149;235.8;35.6;;;
3001;323.99;6.7676;239.3;35.1;;;
3001;344.71;7.7606;257.9;32.5;;;
3001;369.12;9.3541;290.3;28.9;;;
3001;393.52;10.7330;312.4;26.9;;;
3001;417.71;11.6951;320.7;26.2;;;
3251;9.00;0.8198;962.7;8.7;;;
3251;27.50;1.1451;440.3;19.1;;;
3251;39.23;1.3565;365.6;22.9;;;
3251;60.83;1.7649;306.8;27.3;;;
3251;90.16;2.3249;272.7;30.8;;;
3251;110.94;2.6711;254.6;33.0;;;
3251;126.45;2.9285;244.9;34.3;;;
3251;136.05;3.0913;240.3;34.9;;;
3251;158.96;3.5003;232.8;36.0;;;
3251;174.88;3.8050;230.1;36.5;;;
3251;190.80;4.1310;228.9;36.6;;;
3251;206.61;4.4883;229.7;36.5;;;
3251;222.42;4.8817;232.1;36.2;;;
3251;243.73;5.4228;235.3;35.7;;;
3251;257.14;5.7193;235.2;35.7;;;
3251;280.66;6.1801;232.8;36.0;;;
3251;296.14;6.5259;233.0;36.0;;;
3251;311.63;6.9871;237.1;35.4;;;
3251;323.99;7.5103;245.1;34.2;;;
3251;344.71;8.7692;269.0;31.2;;;
3251;369.12;10.5214;301.4;27.8;;;
3251;393.52;11.8356;318.0;26.4;;;
3501;9.00;0.9114;993.9;8.4;;;
3501;27.50;1.2662;452.1;18.6;;;
3501;39.23;1.4943;374.0;22.4;;;
3501;60.83;1.9327;312.0;26.9;;;
3501;90.16;2.5266;275.1;30.5;;;
3501;110.94;2.8947;256.2;32.8;;;
3501;126.45;3.1722;246.3;34.1;;;
3501;136.05;3.3506;241.8;34.7;;;
3501;158.96;3.8054;235.0;35.7;;;
3501;174.88;4.1437;232.6;36.1;;;
3501;190.80;4.5120;232.2;36.1;;;
3501;206.61;4.9023;233.0;36.0;;;
3501;222.42;5.3323;235.4;35.6;;;
3501;243.73;5.8961;237.5;35.3;;;
3501;257.14;6.1871;236.3;35.5;;;
3501;280.66;6.7318;235.5;35.6;;;
3501;296.14;7.2054;238.9;35.1;;;
3501;311.63;7.8004;245.8;34.1;;;
3501;323.99;8.5120;258.0;32.5;;;
3501;344.71;10.0247;285.5;29.4;;;
3501;369.12;11.8655;315.6;26.6;;;
3501;393.52;13.0947;326.7;25.7;;;
3751;9.00;1.0224;1040.7;8.1;;;
3751;27.50;1.3972;465.7;18.0;;;
3751;39.23;1.6395;383.0;21.9;;;
3751;60.83;2.1043;317.0;26.5;;;
3751;90.16;2.7326;277.7;30.2;;;
3751;110.94;3.1289;258.5;32.5;;;
3751;126.45;3.4308;248.6;33.7;;;
3751;136.05;3.6257;244.2;34.4;;;
3751;158.96;4.1329;238.3;35.2;;;
3751;174.88;4.5361;237.7;35.3;;;
3751;190.80;4.9557;238.0;35.2;;;
3751;206.61;5.3834;238.8;35.1;;;
3751;222.42;5.8134;239.5;35.0;;;
3751;243.73;6.3154;237.5;35.3;;;
3751;257.14;6.6396;236.6;35.5;;;
3751;280.66;7.4126;242.0;34.7;;;
3751;296.14;8.1794;253.1;33.1;;;
3751;311.63;9.0867;267.2;31.4;;;
3751;323.99;9.8952;279.9;30.0;;;
3751;344.71;11.4137;303.4;27.7;;;
3751;369.12;13.2806;329.7;25.4;;;
3751;393.52;14.6850;342.0;24.5;;;
4001;9.00;1.1448;1092.4;7.7;;;
4001;27.50;1.5308;478.3;17.5;;;
4001;39.23;1.7855;391.0;21.5;;;
4001;60.83;2.2820;322.3;26.0;;;
4001;90.16;2.9491;281.0;29.9;;;
4001;110.94;3.3720;261.1;32.1;;;
4001;126.45;3.7010;251.5;33.4;;;
4001;136.05;3.9131;247.1;34.0;;;
4001;158.96;4.4667;241.4;34.8;;;
4001;174.88;4.9424;242.8;34.6;;;
4001;190.80;5.4075;243.5;34.5;;;
4001;206.61;5.8652;243.9;34.4;;;
4001;222.42;6.3252;244.3;34.3;;;
4001;243.73;6.7897;239.3;35.1;;;
4001;257.14;7.1521;239.0;35.1;;;
4001;280.66;8.2430;252.3;33.2;;;
4001;296.14;9.3321;270.7;31.0;;;
4001;311.63;10.5054;289.6;29.0;;;
4001;323.99;11.3536;301.1;27.9;;;
4001;344.71;12.7891;318.7;26.3;;;
4001;369.12;14.7039;342.2;24.5;;;
4251;9.00;1.2626;1134.0;7.4;;;
4251;27.50;1.6729;492.0;17.1;;;
4251;39.23;1.9433;400.6;20.9;;;
4251;60.83;2.4662;327.8;25.6;;;
4251;90.16;3.1598;283.4;29.6;;;
4251;110.94;3.6205;263.9;31.8;;;
4251;126.45;3.9840;254.8;32.9;;;
4251;136.05;4.2159;250.6;33.5;;;
4251;158.96;4.8127;244.8;34.3;;;
4251;174.88;5.3090;245.5;34.2;;;
4251;190.80;5.8162;246.5;34.0;;;
4251;206.61;6.3163;247.2;33.9;;;
4251;222.42;6.7869;246.7;34.0;;;
4251;243.73;7.3544;244.0;34.4;;;
4251;257.14;7.8607;247.2;33.9;;;
4251;280.66;9.3159;268.4;31.3;;;
4251;296.14;10.5327;287.6;29.2;;;
4251;311.63;11.7218;304.2;27.6;;;
4251;323.99;12.6063;314.6;26.7;;;
4251;344.71;14.0341;329.2;25.5;;;
4251;369.12;15.9733;349.9;24.0;;;
4501;9.00;1.3803;1170.8;7.2;;;
4501;27.50;1.8162;504.5;16.6;;;
4501;39.23;2.1072;410.3;20.5;;;
4501;60.83;2.6629;334.3;25.1;;;
4501;90.16;3.3896;287.1;29.2;;;
4501;110.94;3.8814;267.2;31.4;;;
4501;126.45;4.2897;259.1;32.4;;;
4501;136.05;4.5404;254.9;32.9;;;
4501;158.96;5.1710;248.4;33.8;;;
4501;174.88;5.7052;249.2;33.7;;;
4501;190.80;6.2426;249.9;33.6;;;
4501;206.61;6.7983;251.3;33.4;;;
4501;222.42;7.3358;251.9;33.3;;;
4501;243.73;8.0539;252.4;33.2;;;
4501;257.14;8.6622;257.3;32.6;;;
4501;280.66;10.4204;283.6;29.6;;;
4501;296.14;11.7291;302.5;27.7;;;
4501;311.63;12.8715;315.5;26.6;;;
4501;323.99;13.7457;324.0;25.9;;;
4501;344.71;15.1711;336.1;25.0;;;
4501;369.12;17.1775;355.4;23.6;;;
4751;9.00;1.5061;1210.3;6.9;;;
4751;27.50;1.9809;521.3;16.1;;;
4751;39.23;2.2882;422.1;19.9;;;
4751;60.83;2.8667;341.0;24.6;;;
4751;90.16;3.6413;292.2;28.7;;;
4751;110.94;4.1776;272.5;30.8;;;
4751;126.45;4.6130;264.0;31.8;;;
4751;136.05;4.8920;260.2;32.2;;;
4751;158.96;5.6020;255.0;32.9;;;
4751;174.88;6.1709;255.3;32.9;;;
4751;190.80;6.7583;256.3;32.7;;;
4751;206.61;7.3534;257.5;32.6;;;
4751;222.42;7.9693;259.3;32.4;;;
4751;243.73;8.9097;264.5;31.7;;;
4751;257.14;9.6764;272.3;30.8;;;
4751;280.66;11.4750;295.8;28.4;;;
4751;296.14;12.7388;311.2;27.0;;;
4751;311.63;13.9351;323.6;25.9;;;
4751;323.99;14.8592;331.9;25.3;;;
4751;344.71;16.3966;344.2;24.4;;;
5001;9.00;1.6248;1240.5;6.8;;;
5001;27.50;2.1443;536.1;15.7;;;
5001;39.23;2.4714;433.1;19.4;;;
5001;60.83;3.0767;347.7;24.1;;;
5001;90.16;3.9071;297.9;28.2;;;
5001;110.94;4.4810;277.6;30.2;;;
5001;126.45;4.9541;269.3;31.2;;;
5001;136.05;5.2619;265.9;31.6;;;
5001;158.96;6.0465;261.5;32.1;;;
5001;174.88;6.6753;262.4;32.0;;;
5001;190.80;7.3217;263.8;31.8;;;
5001;206.61;7.9770;265.4;31.6;;;
5001;222.42;8.6938;268.7;31.2;;;
5001;243.73;9.8391;277.5;30.2;;;
5001;257.14;10.7044;286.2;29.3;;;
5001;280.66;12.4921;306.0;27.4;;;
5001;296.14;13.7331;318.8;26.3;;;
5001;311.63;14.9724;330.3;25.4;;;
5001;323.99;15.9539;338.5;24.8;;;
5001;344.71;17.6026;351.0;23.9;;;